,minute,conf_lower,conf_upper
0,0,0.0,98.8777665194401
1,1,0.0,98.67535859181342
2,2,0.0,98.4754283464662
3,3,0.0,98.27796158707966
4,4,0.0,98.08294416238444
5,5,0.0,97.89036196609675
6,6,0.0,97.70020093685437
7,7,0.0,97.51244705815293
8,8,0.0,97.32708635828183
9,9,0.0,97.14410491026052
10,10,0.0,96.9634888317745
11,11,0.0,96.78522428511147
12,12,0.0,96.60929747709744
13,13,0.0,96.43569465903286
14,14,0.0,96.26440212662868
15,15,0.0,96.09540621994256
16,16,0.0,95.9286933233148
17,17,0.0,95.76424986530469
18,18,0.0,95.6020623186264
19,19,0.0,95.44211720008525
20,20,0.0,95.2844010705137
21,21,0.0,95.1289005347076
22,22,0.0,94.97560224136214
23,23,0.0,94.8244928830081
24,24,0.0,94.67555919594787
25,25,0.0,94.52878796019158
26,26,0.0,94.3841659993933
27,27,0.0,94.24168018078699
28,28,0.0,94.10131741512274
29,29,0.0,93.96306465660282
30,30,0.0,93.82690890281786
31,31,0.0,93.69283719468284
32,32,0.0,93.56083661637331
33,33,0.0,93.43089429526145
34,34,0.0,93.30299740185222
35,35,0.0,93.17713314971942
36,36,0.0,93.05328879544183
37,37,0.0,92.93145163853933
38,38,0.0,92.81160902140897
39,39,0.0,92.69374832926114
40,40,0.0,92.57785699005564
41,41,0.0,92.4639224744378
42,42,0.0,92.35193229567459
43,43,0.0,92.24187400959075
44,44,0.0,92.13373521450485
45,45,0.0,92.0275035511655
46,46,0.0,91.92316670268731
47,47,0.0,91.82071239448717
48,48,0.0,91.72012839422024
49,49,0.0,91.62140251171608
50,50,0.0,91.52452259891484
51,51,0.0,91.42947654980327
52,52,0.0,91.33625230035088
53,53,0.0,91.24483782844605
54,54,0.0,91.15522115383214
55,55,0.0,91.0673903380436
56,56,0.0,90.98133348434206
57,57,0.0,90.89703873765248
58,58,0.0,90.81449428449923
59,59,0.0,90.73368835294221
60,60,0.0,90.65460921251297
61,61,0.0,90.57724517415082
62,62,0.0,90.50158459013889
63,63,0.0,90.42761585404037
64,64,0.0,90.35532740063445
65,65,0.0,90.2847077058526
66,66,0.0,90.21574528671451
67,67,0.0,90.14842870126438
68,68,0.0,90.08274654850686
69,69,0.0,90.01868746834333
70,70,0.0,89.95624014150783
71,71,0.0,89.89539328950333
