,minute,conf_lower,conf_upper
0,0,0.1973733554600856,4.053843453775865
1,1,0.1995052705467737,4.055975368862554
2,2,0.20159947951771873,4.058069577833499
3,3,0.20365624205020527,4.0601263403659855
4,4,0.2056758168968642,4.0621459152126445
5,5,0.2076584618870938,4.0641285602028745
6,6,0.2096044339284755,4.066074532244256
7,7,0.21151398900819496,4.067984087323975
8,8,0.2133873821944574,4.069857480510238
9,9,0.2152248676379087,4.071694965953689
10,10,0.21702669857305157,4.073496796888832
11,11,0.21879312731966483,4.075263225635445
12,12,0.22052440528422146,4.076994503600002
13,13,0.22222078296130787,4.078690881277089
14,14,0.22388250993503966,4.08035260825082
15,15,0.22550983488048226,4.081979933196262
16,16,0.2271030055650698,4.08357310388085
17,17,0.2286622688500195,4.0851323671658
18,18,0.23018787069175506,4.086657969007535
19,19,0.23168005614332055,4.0881501544591
20,20,0.23313906935580153,4.089609167671582
21,21,0.23456515357974306,4.091035251895523
22,22,0.23595855116656583,4.092428649482346
23,23,0.23731950356998688,4.093789601885767
24,24,0.2386482513474366,4.095118349663217
25,25,0.23994503416147817,4.096415132477258
26,26,0.24121009078122446,4.097680189097005
27,27,0.2424436590837571,4.098913757399537
28,28,0.24364597605554428,4.100116074371325
29,29,0.24481727779385976,4.1012873761096404
30,30,0.24595779950820118,4.102427897823981
31,31,0.24706777552170678,4.103537873837487
32,32,0.248147439272576,4.104617537588356
33,33,0.24919702331548654,4.105667121631267
34,34,0.2502167593230116,4.106686857638792
35,35,0.25120687808704156,4.107676976402821
36,36,0.25216760952019746,4.108637707835978
37,37,0.2530991826572535,4.109569280973034
38,38,0.2540018256565535,4.110471923972334
39,39,0.2548757658014291,4.11134586411721
40,40,0.2557212295016189,4.112191327817399
41,41,0.25653844229468525,4.1130085406104655
42,42,0.2573276288474342,4.113797727163215
43,43,0.25808901295733255,4.114559111273113
44,44,0.258822817553928,4.115292915869708
45,45,0.2595292647002645,4.115999363016044
46,46,0.2602085755943033,4.116678673910084
47,47,0.2608609705703393,4.11733106888612
48,48,0.26148666910042095,4.117956767416201
49,49,0.2620858897957672,4.118555988111547
50,50,0.26265885040818615,4.119128948723967
51,51,0.2632057678314945,4.119675866147275
52,52,0.2637268581029337,4.120196956418714
53,53,0.2642223364045906,4.120692434720371
54,54,0.26469241706481306,4.121162515380593
55,55,0.2651373135596313,4.121607411875411
56,56,0.265557238514174,4.122027336829954
57,57,0.265952403704087,4.122422502019868
58,58,0.26632302005695196,4.122793118372732
59,59,0.2666692976537046,4.123139395969485
60,60,0.26699144573005285,4.123461544045833
61,61,0.2672896726778955,4.123759770993676
62,62,0.2675641860467395,4.124034284362519
63,63,0.26781519254511954,4.1242852908609
64,64,0.26804289804201575,4.124512996357796
65,65,0.26824750756827154,4.124717605884052
66,66,0.26842922531801294,4.124899323633793
67,67,0.26858825465006575,4.125058352965846
68,68,0.2687247980893748,4.125194896405155
69,69,0.2688390573284214,4.125309155644201
70,70,0.26893123322864243,4.125401331544422
71,71,0.2690015258218481,4.125471624137628
72,72,0.2690501343116405,4.125520232627421
73,73,0.26907725707483143,4.125547355390612
74,74,0.2690830916628615,4.125553189978642
75,75,0.26906783480321783,4.1255379331189985
76,76,0.2690316824008523,4.1255017807166325
77,77,0.2689748295396006,4.125444927855381
78,78,0.26889747048359913,4.12536756879938
79,79,0.2687997986787045,4.125269896994485
80,80,0.26868200675391174,4.1251521050696915
81,81,0.2685442865227716,4.125014384838552
82,82,0.2683868289848106,4.124856927300591
83,83,0.2682098243269473,4.124679922642727
84,84,0.2680134619249115,4.124483560240692
85,85,0.26779793034466337,4.124268028660444
86,86,0.2675634173438106,4.12403351565959
87,87,0.26731010987302684,4.123780208188807
88,88,0.2670381940774704,4.12350829239325
89,89,0.2667478552982021,4.123217953613983
90,90,0.2664392780736038,4.122909376389384
91,91,0.26611264614079744,4.122582744456578
92,92,0.26576814243706215,4.122238240752843
93,93,0.26540594910125215,4.121876047417032
94,94,0.2650262474752165,4.121496345790996
95,95,0.2646292181052181,4.121099316420999
96,96,0.2642150407433479,4.120685139059129
97,97,0.26378389434894833,4.120253992664729
98,98,0.26333595709002866,4.1198060554058085
99,99,0.2628714063446824,4.119341504660463
100,100,0.262390418702509,4.118860517018289
101,101,0.26189316996602896,4.11836326828181
102,102,0.2613798351521037,4.117849933467884
103,103,0.26085058849335363,4.117320686809133
104,104,0.2603056034395763,4.116775701755357
105,105,0.25974505265916426,4.116215150974945
106,106,0.2591691080405236,4.115639206356304
107,107,0.25857794069349405,4.115048039009274
108,108,0.2579717209507635,4.114441819266544
109,109,0.25735061836928974,4.11382071668507
110,110,0.25671480173171757,4.113184900047498
111,111,0.25606443904779574,4.112534537363576
112,112,0.25539969755579817,4.111869795871579
113,113,0.25472074372393916,4.111190842039719
114,114,0.25402774325179367,4.1104978415675735
115,115,0.2533208610717148,4.109790959387495
116,116,0.25260026135025315,4.109070359666033
117,117,0.25186610748957294,4.108336205805353
118,118,0.2511185621288723,4.1075886604446525
119,119,0.2503577871458007,4.1068278854615805
120,120,0.2495839436578784,4.106054041973659
121,121,0.24879719202391204,4.105267290339692
122,122,0.2479976918454163,4.104467790161197
123,123,0.2471856019680292,4.103655700283809
124,124,0.2463610804829326,4.102831178798713
125,125,0.24552428472826993,4.10199438304405
126,126,0.24467537129056316,4.101145469606344
127,127,0.24381449600613259,4.100284594321913
128,128,0.24294181396251524,4.0994119122782955
129,129,0.24205747949988154,4.098527577815662
130,130,0.24116164621245595,4.097631744528236
131,131,0.2402544669499327,4.096724565265713
